Car_ID,Brand,Model,Car_Type,Year,Fuel_Type,Transmission,Mileage,Engine_cc,Power_HP,Seats,Color,Price_INR,Condition,Owner_Type,Insurance_Status,Registration_City,Service_History,Accident_History,Car_Availability
600,Nissan,Leaf,EV,2020,EV,Manual,16.01,1749,388,7,Black,4000684,New,1st,Expired,South Carloshaven,No,Yes,Available
601,Honda,Odyssey,MPV,2017,Petrol,Automatic,14.94,3638,389,7,Green,2771743,New,3rd,Valid,Lake Ashleyside,No,No,Available
602,Honda,Odyssey,MPV,2010,Petrol,Manual,21.86,2304,299,2,Green,4240048,Used,3rd,Expired,Lake Ashleyside,Yes,Yes,Sold
603,Tata,Nexon,SUV,2013,Petrol,Manual,16.74,2183,122,2,Red,4305858,Used,1st,Expired,Scottfurt,Yes,Yes,Sold
604,Volkswagen,Golf,Hatchback,2012,Petrol,Manual,17.62,3873,257,7,White,3297991,Used,2nd,Valid,Richmondport,Yes,Yes,Available
605,Hyundai,Verna,Sedan,2013,EV,Automatic,22.2,4963,51,8,Green,4100438,Used,1st,Expired,South Nicholas,No,Yes,Available
606,Ford,Mustang Mach-E,EV,2016,Petrol,Automatic,13.59,991,200,2,White,3924123,Used,3rd,Valid,Lake Katherine,No,Yes,Available
607,Maruti,WagonR EV,EV,2008,EV,Manual,22.43,2395,358,5,Green,1958611,New,3rd,Expired,Jamieberg,No,Yes,Available
608,Volkswagen,Polo,Hatchback,2011,CNG,Manual,14.58,4971,387,7,Silver,3172228,Used,2nd,Valid,South James,No,No,Sold
609,Renault,KWID,Hatchback,2011,CNG,Manual,16.63,4958,248,8,White,4260323,New,3rd,Valid,Graybury,No,No,Available
610,MG,ZS EV Hatch,Hatchback,2022,EV,Manual,16.11,1292,111,8,White,4210723,Used,3rd,Valid,North Victoriahaven,Yes,No,Sold
611,Skoda,Fabia,Hatchback,2016,CNG,Manual,18.83,910,292,8,Green,3331044,New,2nd,Expired,Lake Krista,Yes,No,Available
612,Ford,Mustang Mach-E,EV,2014,CNG,Automatic,14.51,4926,413,4,Red,216424,Used,3rd,Expired,East Johnchester,No,No,Available
613,Hyundai,i20,Hatchback,2008,EV,Manual,19.55,849,185,4,Green,1771803,Used,2nd,Valid,Sarahside,No,Yes,Available
614,Nissan,Leaf,EV,2017,Diesel,Automatic,13.13,4586,70,7,Red,1282308,Used,3rd,Expired,New John,No,No,Available
615,Volkswagen,Golf,Hatchback,2009,CNG,Manual,24.84,1275,73,2,White,4399277,Used,1st,Valid,Daniellehaven,Yes,No,Available
616,Skoda,Kushaq,SUV,2006,CNG,Automatic,11.74,1799,306,5,Red,2713603,New,1st,Expired,North Gina,No,No,Sold
617,Toyota,Innova Crysta,MPV,2013,Petrol,Automatic,19.68,4972,237,5,Blue,3288822,New,3rd,Expired,Velazquezmouth,Yes,Yes,Available
618,Kia,Seltos,SUV,2023,EV,Automatic,13.41,1427,406,4,Grey,4051808,Used,2nd,Valid,Arnoldmouth,No,Yes,Available
619,Tata,Tiago,Hatchback,2025,EV,Manual,21.72,3396,355,5,Green,2757442,New,2nd,Expired,New Michelleshire,Yes,Yes,Sold
620,Ford,Figo,Hatchback,2024,CNG,Manual,18.2,1446,417,7,Grey,727519,Used,3rd,Valid,Arnoldmouth,No,Yes,Available
621,Hyundai,i20,Hatchback,2012,EV,Automatic,10.55,1050,306,4,Green,1136264,Used,2nd,Valid,Port Nicolefurt,Yes,No,Sold
622,Volkswagen,Polo,Hatchback,2012,CNG,Automatic,17.22,3892,146,2,Grey,2721322,New,3rd,Valid,New Yolanda,No,Yes,Available
623,Kia,Picanto,Hatchback,2015,EV,Manual,21.81,2513,183,5,Green,2901171,Used,2nd,Expired,Sarahside,Yes,Yes,Sold
624,Mahindra,Marazzo EV,MPV,2024,Diesel,Manual,18.01,3507,427,5,Green,539577,New,3rd,Expired,Arnoldmouth,Yes,No,Sold
625,Kia,Carnival,SUV,2021,Petrol,Manual,22.89,1285,361,2,Red,2021287,New,2nd,Expired,New Brian,No,No,Available
626,Mahindra,Marazzo EV,MPV,2025,Diesel,Automatic,11.04,1282,132,2,White,713697,New,2nd,Expired,Hallport,Yes,No,Available
627,MG,ZS EV Hatch,Hatchback,2021,EV,Manual,17.68,1415,139,4,Blue,2798105,New,1st,Expired,Lake Tiffany,Yes,Yes,Available
628,Toyota,Corolla,Sedan,2011,Petrol,Automatic,19.58,2782,358,2,Black,1387567,Used,1st,Valid,New Michelleshire,Yes,No,Sold
629,Maruti,WagonR EV,EV,2018,Diesel,Manual,24.73,1725,213,7,Black,3184830,Used,2nd,Expired,Shawnshire,Yes,Yes,Sold
630,Ford,Fusion,Sedan,2013,EV,Automatic,12.28,4537,64,5,Blue,1534414,New,3rd,Valid,Sarahside,No,Yes,Sold
631,Ford,EcoSport,SUV,2011,Petrol,Automatic,22.54,1651,372,5,Grey,1968865,New,1st,Valid,West Jennifer,No,Yes,Available
632,Mahindra,Thar,SUV,2013,Diesel,Manual,11.15,2136,432,2,Black,3167574,Used,3rd,Expired,Sarahside,No,No,Available
633,Maruti,Baleno,Hatchback,2012,Petrol,Automatic,19.02,4096,382,7,Red,4400362,New,2nd,Valid,Lake Ashleyside,No,No,Available
634,MG,ZS EV,SUV,2018,Diesel,Manual,11.81,3820,159,4,Red,4974640,New,1st,Expired,North Mary,No,Yes,Sold
635,Maruti,Dzire,Sedan,2015,Petrol,Automatic,22.3,1086,223,5,White,641879,New,2nd,Expired,West Isaiah,Yes,No,Available
636,Mahindra,Marazzo EV,MPV,2010,CNG,Automatic,23,2644,108,4,Black,1790828,Used,2nd,Expired,Sarafort,Yes,Yes,Sold
637,Toyota,Innova Crysta,MPV,2021,Diesel,Manual,16.4,2838,177,5,Red,2959653,New,3rd,Valid,Lesterstad,Yes,No,Available
638,Skoda,Kodiaq,SUV,2024,EV,Automatic,11.14,3853,312,7,White,917763,New,2nd,Valid,Velazquezmouth,Yes,No,Available
639,MG,Hector,SUV,2024,Petrol,Manual,10.83,4447,337,7,Silver,398973,Used,3rd,Expired,East Johnchester,Yes,Yes,Sold
640,MG,ZS EV Hatch,Hatchback,2018,Diesel,Automatic,15,3702,439,2,Silver,2048154,Used,2nd,Expired,South Nicholas,Yes,No,Sold
641,BMW,X5,SUV,2023,EV,Manual,17.57,3781,390,5,Blue,4204111,New,3rd,Expired,West Michaelfurt,No,Yes,Available
642,Hyundai,Staria,MPV,2010,Diesel,Automatic,20.99,3355,239,4,Blue,1359746,Used,1st,Valid,South Monica,No,Yes,Available
643,Mahindra,Scorpio,SUV,2012,EV,Automatic,20.67,4227,59,2,White,2364770,New,3rd,Expired,West Ashleyside,Yes,Yes,Available
644,Hyundai,Kona Electric,EV,2013,Petrol,Manual,18.83,3175,285,7,Red,1052609,Used,2nd,Expired,West Isaiah,Yes,No,Sold
645,Mercedes,GLC,SUV,2025,EV,Manual,12.22,3035,344,8,Blue,4752381,Used,2nd,Valid,Richmondport,Yes,Yes,Sold
646,Honda,WR-V,SUV,2023,Petrol,Automatic,21.3,1143,233,2,Red,3975200,New,1st,Valid,South Michaelmouth,No,No,Available
647,Renault,Kiger,SUV,2006,Petrol,Manual,14.3,1750,153,4,Grey,3034199,New,3rd,Valid,South Carloshaven,Yes,Yes,Available
648,Tata,Tigor,Sedan,2015,EV,Automatic,11.11,1956,200,5,White,249447,Used,1st,Valid,Baldwinhaven,Yes,No,Available
649,Mercedes,GLE,SUV,2015,Petrol,Manual,15.26,3701,283,7,White,3513366,Used,3rd,Valid,Arnoldmouth,Yes,No,Sold
650,Skoda,Slavia,Sedan,2024,EV,Automatic,18.65,2423,185,4,Blue,969839,Used,1st,Valid,Stephaniemouth,No,No,Available
651,Kia,Seltos,SUV,2015,Diesel,Automatic,10.09,2639,221,4,Blue,2262450,New,3rd,Valid,Lake Krista,Yes,No,Available
652,Nissan,Sunny,Sedan,2021,CNG,Manual,22.25,3165,237,2,Grey,755576,New,2nd,Expired,South Carloshaven,No,No,Available
653,Mahindra,Marazzo EV,MPV,2006,Petrol,Manual,22.75,3361,259,5,Red,1798990,New,1st,Valid,New Yolanda,No,No,Available
654,Skoda,Octavia,Sedan,2024,EV,Automatic,10.86,2995,53,4,Green,3834307,Used,2nd,Valid,North Tiffany,No,No,Sold
655,Maruti,WagonR EV,EV,2009,EV,Automatic,11.82,4043,143,8,White,4319126,New,1st,Expired,West Michaelfurt,No,No,Sold
656,Mercedes,E-Class Cabriolet,Convertible,2007,CNG,Manual,11.31,901,199,8,Green,1650740,Used,1st,Expired,Shawnshire,No,Yes,Available
657,BMW,4 Series,Coupe,2018,Petrol,Manual,21.05,4779,278,5,White,3212878,New,3rd,Expired,West Jennifer,No,Yes,Sold
658,Mahindra,XUV700,SUV,2014,Petrol,Manual,17.88,2742,81,4,Green,4720571,Used,3rd,Expired,Port Mia,No,No,Available
659,Nissan,Leaf,EV,2021,Diesel,Automatic,24.68,2309,411,4,White,1042508,New,2nd,Valid,Hallport,No,No,Sold
660,Ford,Mustang Mach-E,EV,2013,Petrol,Automatic,21,4045,311,5,Silver,2444147,New,1st,Valid,New Brian,Yes,Yes,Available
661,Maruti,Baleno,Hatchback,2017,EV,Automatic,23.95,2809,168,4,Grey,4757494,Used,3rd,Expired,South Monica,Yes,Yes,Available
662,Toyota,Innova Crysta,SUV,2024,Petrol,Manual,24.6,1534,142,5,Green,334008,Used,1st,Expired,South Nicholas,No,Yes,Available
663,MG,ZS EV,SUV,2020,EV,Automatic,14.28,2057,235,7,Blue,4504431,Used,1st,Expired,Scottfurt,Yes,No,Available
664,Ford,Mustang Mach-E,EV,2012,CNG,Automatic,16.97,1858,181,5,Grey,4207460,New,3rd,Valid,Hallport,Yes,No,Available
665,Volkswagen,Vento,Sedan,2014,EV,Manual,13.5,4271,220,2,Green,116069,Used,2nd,Expired,Lake Katherine,Yes,Yes,Available
666,Kia,EV6,EV,2015,Diesel,Manual,14.47,4471,126,2,Silver,3712356,New,2nd,Expired,Scottfurt,Yes,Yes,Available
667,Audi,A5,Coupe,2017,EV,Automatic,17.45,1517,242,7,White,2841337,Used,1st,Expired,Daniellehaven,Yes,No,Sold
668,Skoda,Fabia,Hatchback,2013,EV,Manual,24.38,3853,443,8,Blue,1097369,Used,1st,Valid,West Michaelfurt,Yes,Yes,Available
669,Audi,A4,Sedan,2018,Petrol,Automatic,22.18,4426,261,2,Red,2398492,New,2nd,Valid,North Nancytown,No,Yes,Sold
670,Hyundai,Venue,SUV,2021,Petrol,Automatic,20.59,2979,140,2,Blue,168402,New,2nd,Expired,Lesterstad,No,Yes,Sold
671,Kia,Picanto,Hatchback,2014,EV,Manual,12.57,4239,55,4,Blue,4702077,Used,3rd,Valid,Sarafort,No,Yes,Sold
672,Toyota,Innova Crysta,MPV,2015,Petrol,Manual,11.38,1443,409,4,Grey,228723,Used,1st,Valid,Port Mia,No,No,Available
673,MG,ZS EV Hatch,Hatchback,2022,CNG,Automatic,16.5,4990,357,2,Grey,3751887,New,1st,Expired,Jamieberg,Yes,No,Sold
674,Honda,CR-V,SUV,2010,Diesel,Automatic,24.05,2541,84,5,Green,3333737,Used,2nd,Valid,Claudiatown,Yes,No,Available
675,Ford,Aspire,Sedan,2007,CNG,Manual,11.09,4356,305,7,Blue,4169366,Used,3rd,Valid,Port Rickyshire,Yes,Yes,Sold
676,Kia,EV6,EV,2019,Petrol,Automatic,10.97,1941,91,7,White,850976,Used,2nd,Expired,South James,No,Yes,Available
677,MG,Hector,SUV,2023,CNG,Manual,17.21,1037,337,4,White,2931933,Used,1st,Valid,Graybury,Yes,Yes,Available
678,Renault,K-ZE,EV,2023,CNG,Manual,10.82,2670,389,5,Green,3138947,Used,3rd,Valid,East Johnchester,Yes,No,Available
679,Ford,EcoSport,SUV,2007,Petrol,Manual,16.29,2013,353,7,Grey,4171990,Used,3rd,Valid,South Michaelmouth,Yes,No,Sold
680,Honda,Odyssey,MPV,2011,CNG,Manual,24.18,4967,139,7,White,1360112,Used,2nd,Valid,South James,Yes,Yes,Available
681,Mahindra,Scorpio,SUV,2014,EV,Automatic,16.32,1263,118,7,Green,2586732,New,3rd,Valid,Daniellehaven,Yes,No,Available
682,Toyota,Glanza,Hatchback,2014,EV,Automatic,24.98,2605,56,7,Blue,2755383,Used,2nd,Expired,North Nancytown,Yes,No,Sold
683,Audi,A3,Sedan,2005,Diesel,Automatic,19.76,1289,276,2,Black,4754632,New,2nd,Valid,Port Rickyshire,No,No,Sold
684,BMW,i4,EV,2011,Petrol,Manual,22.99,2608,365,2,Silver,1764806,Used,1st,Expired,Robertschester,Yes,No,Available
685,Honda,Odyssey,MPV,2019,Diesel,Manual,16.38,3286,252,4,Blue,1092751,New,1st,Expired,West Michaelfurt,No,Yes,Available
686,Skoda,Octavia,Sedan,2005,Petrol,Automatic,13.45,3055,238,8,Black,923328,New,1st,Expired,South Michaelmouth,Yes,No,Available
687,Mercedes,GLA,SUV,2007,CNG,Automatic,23.86,2096,291,8,White,519528,Used,1st,Expired,New John,Yes,Yes,Sold
688,Toyota,Corolla,Sedan,2009,EV,Manual,19.39,2377,285,4,Blue,1935001,Used,3rd,Valid,South James,No,No,Available
689,MG,ZS EV,SUV,2020,Petrol,Automatic,14.85,3887,94,5,Grey,3398353,Used,1st,Valid,Stephaniemouth,No,Yes,Sold
690,Ford,Figo,Hatchback,2019,Petrol,Manual,21.82,3471,242,4,Silver,875556,New,3rd,Valid,Shawnshire,Yes,No,Available
691,Audi,A4,Sedan,2009,Petrol,Manual,14.8,959,410,2,Blue,3323566,New,2nd,Valid,Graybury,Yes,Yes,Sold
692,Kia,EV6,EV,2018,EV,Automatic,14.35,1891,167,8,Silver,1319610,New,2nd,Valid,Claudiatown,Yes,Yes,Available
693,Kia,Carens,SUV,2006,CNG,Manual,20.77,1571,157,5,Green,1427313,New,3rd,Expired,Amyhaven,Yes,No,Sold
694,Ford,Figo,Hatchback,2021,Diesel,Manual,16.74,1529,358,7,Grey,3568569,New,2nd,Valid,South Monica,No,Yes,Available
695,Audi,A5,Coupe,2008,Diesel,Automatic,12.38,3485,416,7,White,1669852,New,2nd,Valid,North Bethanyville,Yes,Yes,Sold
696,Tata,Altroz,Hatchback,2018,Petrol,Manual,18.34,4942,318,2,Silver,1155231,Used,1st,Expired,Lake Brian,Yes,No,Available
697,Mercedes,C-Class Coupe,Coupe,2007,Diesel,Automatic,16.23,1561,260,7,Grey,1758387,Used,3rd,Expired,South James,No,No,Available
698,BMW,iX,EV,2018,EV,Automatic,16.67,4078,147,2,Blue,4079200,New,3rd,Valid,North Tiffany,Yes,No,Available
699,Mahindra,XUV500,SUV,2006,Petrol,Manual,14.31,2148,233,5,Blue,577084,Used,2nd,Expired,Lake Tiffany,No,No,Sold
700,Maruti,Ertiga,SUV,2006,CNG,Manual,20.93,2734,368,8,Silver,462150,Used,1st,Expired,Lake Krista,Yes,No,Sold
701,Maruti,Ertiga,MPV,2010,Petrol,Automatic,10.93,1597,170,7,White,233522,Used,2nd,Expired,South Monica,No,No,Sold
702,Tata,Tigor EV,EV,2019,EV,Manual,20.6,3205,273,7,Blue,4762044,New,1st,Valid,Daniellehaven,No,Yes,Sold
703,Maruti,Vitara Brezza,SUV,2020,CNG,Manual,24.26,1211,407,8,Green,216610,Used,3rd,Expired,Port Mia,No,No,Available
704,Kia,Sonet,SUV,2012,CNG,Automatic,10.09,4008,119,2,Red,2197576,Used,3rd,Valid,Port Nicolefurt,Yes,No,Sold
705,Honda,Honda e,EV,2013,Petrol,Manual,17.85,4431,381,7,Green,3779168,Used,1st,Expired,Hallport,No,No,Available
706,Hyundai,Venue,SUV,2023,Petrol,Manual,10.81,4561,115,8,Green,301084,New,3rd,Expired,West Jennifer,Yes,No,Sold
707,Mercedes,C-Class Coupe,Coupe,2025,Diesel,Manual,24.01,2266,399,5,Red,1077067,Used,1st,Valid,Scottfurt,No,No,Sold
708,MG,ZS EV,SUV,2005,Petrol,Manual,24.57,4093,419,8,Red,2016134,Used,3rd,Expired,West Ashleyside,Yes,No,Sold
709,Toyota,Corolla,Sedan,2012,CNG,Manual,23.27,4378,408,4,Blue,2086402,New,2nd,Expired,Lake Ashleyside,No,No,Available
710,Volkswagen,Golf,Hatchback,2019,CNG,Automatic,10.42,2623,136,7,Silver,2818495,New,1st,Expired,Amyhaven,Yes,No,Sold
711,Honda,City,Sedan,2013,Diesel,Automatic,17.67,4196,346,7,Blue,4929518,Used,2nd,Expired,North Nancytown,Yes,Yes,Available
712,Toyota,Fortuner,SUV,2012,CNG,Manual,18.02,3508,257,2,Green,3117872,Used,3rd,Expired,Baldwinhaven,Yes,Yes,Available
713,Kia,Picanto,Hatchback,2022,CNG,Automatic,17.1,3540,215,7,Blue,1545207,Used,1st,Valid,Sarahside,No,No,Sold
714,Toyota,Corolla,Sedan,2020,Petrol,Automatic,10.02,2681,160,7,Red,4243396,New,1st,Valid,Hallport,No,Yes,Sold
715,Kia,Sonet,SUV,2006,Petrol,Automatic,15.95,4889,253,5,Blue,937224,Used,3rd,Expired,Shawnshire,No,No,Available
716,Kia,Picanto,Hatchback,2011,Diesel,Manual,12.87,2943,416,4,Red,4278214,New,2nd,Expired,Sarahside,No,No,Available
717,Kia,EV6,EV,2010,CNG,Automatic,15.58,1032,116,2,Red,738096,New,1st,Expired,North Nancytown,Yes,Yes,Available
718,Toyota,Innova Crysta,MPV,2020,CNG,Manual,15.72,2566,306,2,Blue,4344418,Used,3rd,Valid,New Billymouth,Yes,Yes,Available
719,Audi,e-tron,EV,2010,Petrol,Manual,22.2,3469,355,8,Red,1192716,Used,2nd,Expired,New Michelleshire,No,No,Available
720,Skoda,Enyaq,EV,2021,EV,Manual,20.05,4202,93,8,Red,3331791,New,2nd,Valid,Jennifermouth,Yes,Yes,Sold
721,Ford,Fusion,Sedan,2018,EV,Automatic,14.19,1110,203,4,Green,1943338,New,3rd,Valid,North Victoriahaven,No,No,Available
722,Ford,Aspire,Sedan,2017,Diesel,Manual,21,1161,170,5,Silver,3502707,Used,1st,Expired,North Mary,No,Yes,Available
723,Mahindra,Marazzo,MPV,2016,Petrol,Manual,20.23,1716,283,5,Grey,3929023,Used,3rd,Expired,Port Mia,Yes,No,Sold
724,Renault,Clio,Hatchback,2019,CNG,Automatic,15.19,3410,195,4,Silver,2512955,Used,3rd,Valid,New Michelleshire,Yes,Yes,Available
725,Mahindra,Marazzo,MPV,2009,EV,Manual,22.48,2252,110,7,Green,4485711,New,1st,Expired,Graybury,No,No,Sold
726,Skoda,Enyaq,EV,2006,CNG,Automatic,18.47,4726,308,4,Red,1769611,Used,3rd,Valid,Lake Krista,Yes,No,Sold
727,Kia,Picanto,Hatchback,2007,Diesel,Manual,12.99,1289,359,4,White,683231,New,2nd,Valid,Daniellehaven,No,Yes,Sold
728,Nissan,Rogue,SUV,2013,EV,Manual,12.89,2855,439,7,Grey,2629440,Used,2nd,Expired,South James,No,Yes,Sold
729,Volkswagen,Tiguan,SUV,2023,CNG,Manual,12.79,2063,251,8,Red,2759275,Used,3rd,Valid,South James,No,No,Available
730,BMW,Z4,Convertible,2010,Diesel,Manual,22.5,3582,286,8,Grey,2904791,Used,1st,Valid,South Nicholas,Yes,Yes,Sold
731,Tata,Tigor,Sedan,2008,EV,Automatic,13.08,1540,382,5,Blue,2931965,New,3rd,Valid,Jennifermouth,Yes,Yes,Sold
732,Audi,Q5,SUV,2009,Diesel,Automatic,12.56,4596,73,7,Silver,2239342,Used,1st,Valid,North Victoriahaven,Yes,No,Sold
733,Hyundai,Aura,Sedan,2022,Petrol,Manual,23.31,4390,85,2,Grey,394271,Used,3rd,Expired,Lesterstad,No,Yes,Sold
734,Mahindra,Thar,SUV,2015,Petrol,Automatic,22.84,2276,351,2,Blue,2534368,Used,2nd,Expired,South Nicholas,No,Yes,Sold
735,Maruti,Dzire,Sedan,2009,CNG,Manual,11.74,2264,391,2,Black,3046529,Used,3rd,Valid,New Michelleshire,Yes,Yes,Sold
736,Maruti,Vitara Brezza,SUV,2024,CNG,Manual,20.25,2699,237,5,Silver,3095512,New,2nd,Expired,Lake Krista,Yes,Yes,Sold
737,Ford,Endeavour,SUV,2013,Diesel,Automatic,14.09,1342,169,4,Grey,4949582,Used,2nd,Valid,South James,Yes,No,Sold
738,Mahindra,Scorpio,SUV,2011,Diesel,Manual,15.48,2107,429,7,Silver,3784794,Used,1st,Valid,West Ashleyside,Yes,Yes,Available
739,Hyundai,Aura,Sedan,2025,Petrol,Manual,19.26,3094,211,7,Black,4543096,Used,3rd,Valid,Jennifermouth,No,No,Available
740,Toyota,bZ4X,EV,2024,Diesel,Manual,13.75,1002,91,8,Grey,2636680,Used,2nd,Expired,Graybury,No,No,Sold
741,MG,ZS EV,SUV,2006,EV,Manual,20.79,4644,389,5,Green,3573722,New,2nd,Expired,West Isaiah,No,Yes,Sold
742,Ford,Tourneo,MPV,2009,Petrol,Manual,21.39,3064,209,8,Grey,626332,New,3rd,Valid,North Victoriahaven,Yes,Yes,Sold
743,Maruti,Swift,Hatchback,2017,EV,Automatic,10.34,3711,102,2,White,4770918,New,1st,Expired,North Nancytown,Yes,Yes,Sold
744,Skoda,Fabia,Hatchback,2007,Diesel,Manual,15.15,3243,204,4,White,2497361,New,2nd,Expired,Sarafort,No,No,Sold
745,Toyota,Glanza,Hatchback,2008,EV,Manual,13.03,3325,152,4,Black,2136955,Used,1st,Valid,New Michelleshire,Yes,No,Available
746,Mahindra,Marazzo,MPV,2023,Petrol,Manual,10.35,4261,158,5,Grey,1427691,Used,1st,Expired,North Victoriahaven,No,Yes,Available
747,Audi,Q3,SUV,2006,Diesel,Manual,21.94,1133,352,7,Green,2855108,New,2nd,Valid,North Nancystad,Yes,Yes,Sold
748,BMW,X1,SUV,2016,EV,Manual,21.51,1500,332,5,Red,3631141,Used,3rd,Valid,New Michelleshire,No,Yes,Sold
749,MG,ZS EV,SUV,2023,Diesel,Manual,15.27,2054,182,5,White,2552540,Used,1st,Expired,Richmondport,Yes,Yes,Sold
750,Mahindra,Marazzo EV,MPV,2018,CNG,Manual,20.67,1590,293,2,Green,3441418,Used,3rd,Expired,Hallport,Yes,No,Sold
751,BMW,Z4,Convertible,2016,Diesel,Automatic,21.55,3504,202,5,Silver,1080842,Used,3rd,Valid,North Nancystad,Yes,No,Available
752,Honda,Odyssey,MPV,2005,Diesel,Automatic,20.36,2598,259,8,Silver,583944,New,2nd,Valid,East Johnchester,Yes,Yes,Sold
753,Nissan,Kicks,SUV,2016,EV,Manual,20.62,1634,241,5,White,2780369,Used,2nd,Expired,Sarahside,No,Yes,Available
754,Kia,EV6,EV,2007,Petrol,Manual,20.69,2466,153,2,Silver,3861330,Used,3rd,Expired,Port Mia,Yes,No,Sold
755,Toyota,Innova Crysta,MPV,2017,CNG,Automatic,11.25,1594,61,4,Grey,3586004,Used,2nd,Valid,South James,Yes,No,Sold
756,Mercedes,E-Class Cabriolet,Convertible,2008,CNG,Manual,24.85,3495,370,7,Black,2483200,New,2nd,Expired,Sarafort,Yes,Yes,Sold
757,Honda,Odyssey,MPV,2021,EV,Manual,24.4,4344,158,5,Red,3670706,Used,1st,Expired,Sarahside,Yes,No,Sold
758,Honda,Honda e,EV,2012,Diesel,Automatic,23.4,4822,260,7,Green,4524002,New,2nd,Valid,Baldwinhaven,No,Yes,Sold
759,Maruti,Alto,Hatchback,2005,EV,Automatic,17.48,3024,296,5,Red,2295171,Used,3rd,Expired,Jamieberg,No,No,Available
760,Volkswagen,Vento,Sedan,2013,EV,Automatic,24.17,4952,396,2,Red,3466026,Used,3rd,Expired,South Nicholas,No,No,Available
761,Audi,A4,Sedan,2022,CNG,Automatic,20,3954,118,2,Blue,2600678,Used,3rd,Valid,Claudiatown,No,No,Sold
762,Tata,Tigor,Sedan,2017,EV,Manual,12.28,4317,384,2,White,482592,New,1st,Expired,Shawnshire,No,No,Sold
763,Mercedes,EQC,EV,2017,CNG,Manual,11.22,4783,165,5,Silver,3947027,Used,3rd,Expired,Graybury,Yes,Yes,Sold
764,Hyundai,i10,Hatchback,2025,EV,Manual,14.39,2914,371,7,Silver,4513217,Used,1st,Valid,West Isaiah,No,Yes,Available
765,Nissan,Micra,Hatchback,2025,Diesel,Automatic,14.1,1865,299,4,Silver,3277390,New,2nd,Expired,South Nicholas,No,No,Available
766,Mahindra,Scorpio,SUV,2017,EV,Manual,10.38,1833,434,5,Black,2505530,Used,2nd,Expired,Richmondport,No,No,Sold
767,Mercedes,E-Class Cabriolet,Convertible,2015,CNG,Automatic,22.09,3670,310,7,Green,875325,Used,3rd,Valid,New John,Yes,No,Available
768,Toyota,Glanza,Hatchback,2018,EV,Automatic,21.05,3721,152,7,Blue,1320311,Used,2nd,Valid,Amyhaven,No,No,Available
769,Nissan,Kicks,SUV,2012,Diesel,Automatic,14.94,3004,243,7,Red,4335506,New,2nd,Valid,South Carloshaven,No,No,Sold
770,MG,ZS EV Hatch,Hatchback,2023,CNG,Automatic,14.83,2163,159,4,Red,3140225,New,1st,Expired,West Michaelfurt,Yes,Yes,Available
771,Maruti,Vitara Brezza,SUV,2005,Diesel,Automatic,18.61,4606,231,8,Grey,1297833,New,3rd,Expired,Sarahside,No,No,Available
772,Kia,Picanto,Hatchback,2009,Petrol,Manual,22.72,1900,133,4,Black,4880161,Used,1st,Expired,New Brian,Yes,Yes,Sold
773,Audi,e-tron,EV,2009,CNG,Automatic,20.89,1706,222,2,White,926260,New,1st,Expired,Port Nicolefurt,No,Yes,Sold
774,Renault,Clio,Hatchback,2024,Petrol,Manual,23.75,4798,210,8,Black,3240090,Used,1st,Valid,Arnoldmouth,Yes,Yes,Available
775,Hyundai,i10,Hatchback,2011,Diesel,Automatic,23.79,2640,53,5,Red,4537526,Used,2nd,Valid,Port Nicolefurt,Yes,Yes,Sold
776,Skoda,Octavia,Sedan,2017,Petrol,Manual,12.21,2152,189,5,Blue,782188,Used,1st,Expired,Lake Tiffany,Yes,Yes,Sold
777,Toyota,Fortuner,SUV,2018,CNG,Manual,10.75,4928,184,7,Red,3811739,Used,1st,Expired,South Monica,Yes,No,Available
778,Ford,Figo,Hatchback,2021,Diesel,Automatic,18.23,2572,403,4,Silver,1547209,Used,1st,Expired,North Tiffany,No,Yes,Available
779,Nissan,Micra,Hatchback,2024,EV,Manual,19.91,2934,374,8,Red,2949076,Used,2nd,Expired,Richmondport,Yes,Yes,Sold
780,Mahindra,Marazzo,MPV,2022,Diesel,Automatic,13.9,2289,138,7,Red,2623707,New,3rd,Valid,North Mary,Yes,Yes,Sold
781,Skoda,Kushaq,SUV,2014,Diesel,Automatic,19.42,2725,287,4,White,2082211,Used,1st,Valid,Lake Ashleyside,No,No,Sold
782,Toyota,Innova Crysta,MPV,2025,EV,Automatic,23.45,4616,237,8,Blue,3645619,New,3rd,Valid,Jamieberg,No,Yes,Sold
783,Mercedes,C-Class Coupe,Coupe,2014,EV,Manual,21.97,1034,72,4,White,4951098,New,2nd,Valid,North Nancystad,No,Yes,Sold
784,Toyota,Glanza,Hatchback,2023,Petrol,Automatic,13.73,2651,272,7,Grey,2700186,Used,1st,Expired,West Ashleyside,No,No,Sold
785,Skoda,Fabia,Hatchback,2007,Diesel,Automatic,14.56,4711,284,4,Green,3094712,New,2nd,Valid,New Brian,No,No,Available
786,Renault,KWID,Hatchback,2019,CNG,Manual,13.32,3115,108,4,Blue,3473209,Used,1st,Valid,Arnoldmouth,No,No,Available
787,Renault,Triber,Sedan,2023,Diesel,Manual,20.87,1598,254,7,Silver,4614355,New,2nd,Valid,New Josephshire,No,Yes,Sold
788,Renault,Kiger,SUV,2005,EV,Manual,21,3012,50,5,Blue,740207,New,3rd,Expired,South James,No,No,Sold
